title,summary,link,tags,published,tipo da lei
Lei Ordinária 18589/2019,DENOMINAR-SE-Á CONJUNTO HABITACIONAL JORNALISTA MARIA GRACILANE ARAÚJO DA SILVA – “JORNALISTA GRAÇA ARAÚJO” - O PRÓXIMO CONJUNTO HABITACIONAL A SER INAUGURADO NA CIDADE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=936,Lei Ordinária,2019-06-19,Outro
Lei Ordinária 18588/2019,"INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O ""O DIA MUNICIPAL DA IMIGRAÇÃO CHINESA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=941,Lei Ordinária,2019-06-19,CalendarioEventos
Lei Ordinária 18587/2019,"INSTITUI A DATA DE 06/09/1853 COMO MARCO INAUGURAL DE CRIAÇÃO DO BAIRRO DO BONGI, E INCLUI, NO CALENDÁRIO DE EVENTOS DA CIDADE DO RECIFE, O DIA 6 DE SETEMBRO COMO ANIVERSÁRIO DO BAIRRO E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=943,Lei Ordinária,2019-06-19,CalendarioEventos
Lei Ordinária 18586/2019,DISPÕE SOBRE O RESTABELECIMENTO DOS EFEITOS DOS ARTIGOS QUE MENCIONA DA LEI MUNICIPAL Nº 18.508/2018.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=945,Lei Ordinária,2019-06-06,Outro
Lei Ordinária 18585/2019,"DISPÕE SOBRE A CRIAÇÃO DO PRÊMIO ""ESCOLA DO FUTURO"", QUE TEM O OBJETIVO DE VALORIZAR O TRABALHO REALIZADO PELOS PROFESSORES NO QUE DIZ RESPEITO AO DESEMPENHO DOS ESTUDANTES DO 6º (SEXTO) AO 9º (NONO) ANO DAS ESCOLAS MUNICIPAIS DE ENSINO FUNDAMENTAL - ANOS FINAIS DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=946,Lei Ordinária,2019-06-06,Outro
Lei Ordinária 18584/2019,CRIA A GRATIFICAÇÃO DE LOCALIZAÇÃO ESPECIAL DESTINADA AOS PROFESSORES LOTADOS NAS ESCOLAS MUNICIPAIS EM TEMPO INTEGRAL DE ANOS FINAIS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=948,Lei Ordinária,2019-06-06,Outro
Lei Ordinária 18583/2019,DISPÕE SOBRE A REMUNERAÇÃO DA FUNÇÃO DE CONFIANÇA DE COORDENAÇÃO PEDAGÓGICA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1231,Lei Ordinária,2019-06-07,Outro
Lei Ordinária 18582/2019,INSTITUI AS BASES PARA A ELABORAÇÃO DA POLÍTICA MUNICIPAL DE COMBATE À CORRUPÇÃO E À IMPUNIDADE DOS AGENTES PÚBLICOS NO MUNÍCIPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1234,Lei Ordinária,2019-06-03,CalendarioEventos
Lei Ordinária 18580/2019,INSTITUI O DIA MUNICIPAL DE COMBATE À CORRUPÇÃO NO MUNICÍPIO DO RECIFE,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1241,Lei Ordinária,2019-05-29,CalendarioEventos
Lei Ordinária 18579/2019,"DENOMINAR-SE-Á O HOSPITAL VETERINÁRIO DO RECIFE, LOCALIZADO NO BAIRRO DO CORDEIRO, HOSPITAL VETERINÁRIO DO RECIFE ROBSON JOSÉ GOMES DE MELO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1250,Lei Ordinária,2019-05-29,RenomearLogradouro
Lei Ordinária 18577/2019,"DENOMINAR-SE-Á “JARDIM SECRETO DO POÇO DA PANELA”, A ÁREA PÚBLICA LOCALIZADA AO FINAL DA RUA MARQUÊS DE TAMANDARÉ, ÀS MARGENS DO RIO CAPIBARIBE, NO BAIRRO DO POÇO DA PANELA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1263,Lei Ordinária,2019-05-27,RenomearLogradouro
Lei Ordinária 18576/2019,OBRIGA OS CONCESSIONÁRIOS E PERMISSIONÁRIOS DE SERVIÇOS PÚBLICOS QUE ATUAM NO MUNICÍPIO DO RECIFE A FIXAREM DATA E TURNO PARA ENTREGA DOS PRODUTOS OU PARA REALIZAÇÃO DOS SERVIÇOS AOS CONSUMIDORES.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1264,Lei Ordinária,2019-05-22,Outro
Lei Ordinária 18575/2019,DETERMINA A HIGIENIZAÇÃO QUINZENAL DOS EQUIPAMENTOS DE USO CONTINUADO DE BAIXA CRITICIDADE NOS ESTABELECIMENTOS DE COMÉRCIO VAREJISTA EM GERAL E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1266,Lei Ordinária,2019-05-16,Outro
Lei Ordinária 18574/2019,"INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O DIA MUNICIPAL DE COMBATE AO ABUSO E À EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1267,Lei Ordinária,2019-05-10,CalendarioEventos
Lei Ordinária 18573/2019,"INSTITUI, NO CALENDÁRIO DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DO ESCOTISMO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1269,Lei Ordinária,2019-05-10,CalendarioEventos
Lei Ordinária 18572/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DO CONSUMO CONSCIENTE”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1272,Lei Ordinária,2019-05-10,CalendarioEventos
Lei Ordinária 18571/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DO MUNICÍPIO DO RECIFE, O DIA DO PROFISSIONAL DE EDUCAÇÃO FÍSICA, A SER COMEMORADO ANUALMENTE EM 1º DE SETEMBRO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1276,Lei Ordinária,2019-05-10,CalendarioEventos
Lei Ordinária 18570/2019,"REVOGA O §1º DO ART. 14 DA LEI MUNICIPAL Nº 16.776, DE 19 DE JUNHO DE 2002 E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1277,Lei Ordinária,2019-04-12,Outro
Lei Ordinária 18569/2019,"CRIA QUADRO PRÓPRIO DE SERVIDORES NA AUTARQUIA MUNICIPAL DE PREVIDÊNCIA E ASSISTÊNCIA À SAÚDE DOS SERVIDORES – AMPASS E INSTITUI O RESPECTIVO PLANO DE CARGOS, CARREIRAS E VENCIMENTOS – PCCV.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1279,Lei Ordinária,2019-04-12,Outro
Lei Ordinária 18568/2019,"FIXA O SUBSÍDIO DO PREFEITO, DO VICE-PREFEITO E DOS SECRETÁRIOS DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1280,Lei Ordinária,2019-04-12,Outro
Lei Ordinária 18567/2019,"INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O “DIA DA SECRETÁRIA”, A SER COMEMORADO, ANUALMENTE, NO DIA 30 DE SETEMBRO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1281,Lei Ordinária,2019-04-09,CalendarioEventos
Lei Ordinária 18566/2019,"DISPÕE SOBRE O CONSELHO MUNICIPAL DA MULHER – CMM E REVOGA A LEI MUNICIPAL Nº 16.849, DE 31 DE MARÇO DE 2003.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1283,Lei Ordinária,2019-04-09,Outro
Lei Ordinária 18565/2019,DISPÕE SOBRE A CRIAÇÃO DO CONSELHO MUNICIPAL DE ESPORTES DA CIDADE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1284,Lei Ordinária,2019-04-09,Outro
Lei Ordinária 18564/2019,"DISPÕE SOBRE A IMPLANTAÇÃO DE ASSISTÊNCIA PSICOPEDAGÓGICA EM TODA A REDE MUNICIPAL DE ENSINO, COM O OBJETIVO DE DIAGNOSTICAR, INTERVIR E PREVENIR PROBLEMAS DE APRENDIZAGEM, TENDO COMO ENFOQUE O EDUCANDO E AS INSTITUIÇÕES DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1606,Lei Ordinária,2019-03-29,CalendarioEventos
Lei Ordinária 18563/2019,DISPÕE SOBRE A INSTALAÇÃO DO FÓRUM MUNICIPAL PARA CULTURA DE PAZ E LIBERDADE DE CRENÇA NO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1286,Lei Ordinária,2019-03-22,Outro
Lei Ordinária 18562/2019,INSTITUI NO CALENDÁRIO OFICIAL DO RECIFE A SEMANA MUNICIPAL DA VIVÊNCIA E PRÁTICA DA CULTURA AFRO-INDÍGENA PERNAMBUCANA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1288,Lei Ordinária,2019-03-15,CalendarioEventos
Lei Ordinária 18561/2019,DENOMINAR-SE-Á “RINALDO BERNARDO MUNIZ” O MERCADO PÚBLICO A SER INSTALADO NO BAIRRO DA VÁRZEA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1411,Lei Ordinária,2019-03-15,RenomearLogradouro
Lei Ordinária 18560/2019,DISPÕE SOBRE A OBRIGATORIEDADE DA IMPLANTAÇÃO DA “SEMANA DA ORIENTAÇÃO VOCACIONAL” NAS TURMAS DE 9° ANO DO ENSINO FUNDAMENTAL II DAS ESCOLAS PÚBLICAS MUNICIPAIS DA CIDADE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1412,Lei Ordinária,2019-03-13,Outro
Lei Ordinária 18559/2019,DISPÕE SOBRE A OBRIGATORIEDADE DE FIXAÇÃO DE AVISO INFORMATIVO NOS CARTÓRIOS DE REGISTRO DE IMÓVEIS E IMOBILIÁRIAS COM SEDE NA CIDADE DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1413,Lei Ordinária,2019-03-13,Outro
Lei Ordinária 18558/2019,"INSTITUI A CAMPANHA PERMANENTE DE ORIENTAÇÃO, CONSCIENTIZAÇÃO, PREVENÇÃO E COMBATE AO MOSQUITO AEDES AEGYPTI NAS ESCOLAS PÚBLICAS MUNICIPAIS DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1414,Lei Ordinária,2019-03-13,CalendarioEventos
Lei Ordinária 18557/2019,DETERMINA A HIGIENIZAÇÃO QUINZENAL DOS EQUIPAMENTOS DE USO CONTINUADO DE BAIXA CRITICIDADE NOS ESTABELECIMENTOS DE COMÉRCIO VAREJISTA EM GERAL E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1417,Lei Ordinária,2019-05-16,Outro
Lei Ordinária 18556/2019,TORNA OBRIGATÓRIA A APRESENTAÇÃO DOS MATERIAIS UTILIZADOS EM PROCEDIMENTOS DE VACINAÇÃO AO PACIENTE OU SEU RESPONSÁVEL.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1419,Lei Ordinária,2019-03-07,Outro
Lei Ordinária 18555/2019,"EXTINGUE CARGOS COMISSIONADOS, PROMOVE A REESTRUTURAÇÃO DA ADMINISTRAÇÃO DIRETA E INDIRETA DO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1422,Lei Ordinária,2019-02-12,Outro
Lei Ordinária 18554/2019,"DISPÕE SOBRE A OBRIGAÇÃO DE REALIZAR A LIMPEZA E A REMOÇÃO E DE DAR DESTINO ADEQUADO ÀS FEZES GERADAS POR ANIMAIS EM PRAÇAS, PARQUES E LOGRADOUROS PÚBLICOS NO ÂMBITO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1423,Lei Ordinária,2019-01-14,Outro
Lei Ordinária 18553/2019,"DENOMINAR-SE-Á “LARGO DO HOLANDÊS”, A ÁREA LOCALIZADA NA CONFLUÊNCIA DA RUA DA HARMONIA COM A RUA DR. SAMUEL LINS NO BAIRRO DE CASA FORTE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1424,Lei Ordinária,2019-01-14,RenomearLogradouro
Lei Ordinária 18551/2018,ESTABELECE MEDIDAS E PROCEDIMENTOS PARA OS CASOS DE VIOLÊNCIA CONTRA PROFISSIONAIS DA EDUCAÇÃO OCORRIDOS NO ÂMBITO DAS UNIDADES DE ENSINO DA REDE PÚBLICA MUNICIPAL E DA REDE PARTICULAR LOCALIZADAS NO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1664,Lei Ordinária,2018-12-24,Outro
Lei Ordinária 18550/2018,DISPÕE SOBRE OBRIGATORIEDADE DAS INSTITUIÇÕES PARTICULARES DE ENSINO EM POSSUIR E DISPONIBILIZAR DE CADEIRA DE RODAS PARA ALUNOS COM DEFICIÊNCIA OU COM MOBILIDADE REDUZIDA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1663,Lei Ordinária,2018-12-24,Outro
Lei Ordinária 18549/2018,OBRIGA OS ESTABELECIMENTOS PRIVADOS DO MUNICÍPIO DO RECIFE A INSERIREM O SÍMBOLO MUNDIAL DO TRANSTORNO DO ESPECTRO AUTISTA (TEA) NAS PLACAS DE ATENDIMENTO PRIORITÁRIO E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1662,Lei Ordinária,2018-12-24,CalendarioEventos
Lei Ordinária 18548/2018,"INSTITUIR NO CALENDÁRIO DO MUNICÍPIO O DIA DO SOCORRO AOS ANIMAIS, DEDICADO AO ATIVISTAS DA CAUSA ANIMAL",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1661,Lei Ordinária,2018-12-24,CalendarioEventos
Lei Ordinária 18547/2018,"DENOMINAR-SE-À ""ALUÍZIO CABRAL DA SILVA"" A PRAÇA LOCALIZADA NA RUA RIO NOVO DO SUL, NO BAIRRO IBURA DE BAIXO, NA CIDADE DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1660,Lei Ordinária,2018-12-24,RenomearLogradouro
Lei Ordinária 18546/2018,"DISPÕE SOBRE INSTITUIR O ""DIA MUNICIPAL DO DEFENSOR PÚBLICO”, A SER COMEMORADO ANUALMENTE NO DIA 19 (DEZENOVE) DE MAIO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1659,Lei Ordinária,2018-12-24,CalendarioEventos
Lei Ordinária 18545/2018,"DISPÕE SOBRE A INSTITUIÇÃO DO ""DIA MUNICIPAL DA ZUMBA” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1658,Lei Ordinária,2018-12-24,CalendarioEventos
Lei Ordinária 18544/2018,"DISPÕE SOBRE A OBRIGATORIEDADE DAS FACULDADES, CENTROS UNIVERSITÁRIOS E UNIVERSIDADES PRIVADAS DO MUNICÍPIO DO RECIFE DE MINISTRAREM TREINAMENTO ADEQUADO DE EVACUAÇÃO EM CASO DE INCÊNDIO AOS SEUS FUNCIONÁRIOS, PROFESSORES E ESTUDANTES.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1657,Lei Ordinária,2018-12-24,Outro
Lei Ordinária 18543/2018,"DISPÕE SOBRE A POLÍTICA MUNICIPAL DE APROVEITAMENTO DOS ESPAÇOS PÚBLICOS OCIOSOS OU DEGRADADOS DA CIDADE DO RECIFE, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1656,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18542/2018,"EXTINGUE O FUNDO DE VIAS PÚBLICAS E REVOGA AS LEIS MUNICIPAIS NOS. 16.356, DE 29 DE DEZEMBRO DE 1997 E 16.380, DE 15 DE ABRIL DE 1998.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1655,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18541/2018,ALTERA A REDAÇÃO DO ART. 1º DA LEI MUNICIPAL Nº. 17.813 DE 03 DE JULHO DE 2012 E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1610,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18540/2018,AUTORIZA A PARTICIPAÇÃO DO MUNICÍPIO DO RECIFE NO CONSÓRCIO DE INFORMÁTICA NA GESTÃO PÚBLICA MUNICIPAL (CIGA).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1609,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18539/2018,"ALTERA DISPOSITIVO DA LEI Nº 14.512, DE 17 DE JANEIRO DE 1983 - CÓDIGO DE ADMINISTRAÇÃO FINANCEIRA DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1608,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18538/2018,"INSTITUI OS NÚCLEOS DE PROCESSO ADMINISTRATIVO E SINDICÂNCIA NO ÂMBITO DAS SECRETARIAS DE EDUCAÇÃO E DE SAÚDE, FIXANDO GRATIFICAÇÕES PARA OS SEUS MEMBROS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1607,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18537/2018,"ALTERA DISPOSITIVOS DA LEI Nº 14.512, DE 17 DE JANEIRO DE 1983 – CÓDIGO DE ADMINISTRAÇÃO FINANCEIRA DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1605,Lei Ordinária,2018-12-21,Outro
Lei Ordinária 18536/2018,ESTIMA A RECEITA E FIXA A DESPESA DO MUNICÍPIO DO RECIFE PARA O EXERCÍCIO DE 2019.(LOA),https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1602,Lei Ordinária,2018-12-10,Outro
Lei Ordinária 18535/2018,"DISPÕE SOBRE A REVISÃO DO PLANO PLURIANUAL 2018-2021 DO MUNICÍPIO DO RECIFE, PARA O EXERCÍCIO DE 2019. (PPA)",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1599,Lei Ordinária,2018-12-10,Outro
Lei Ordinária 18534/2018,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O DIA DA CULTURA POPULAR DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1597,Lei Ordinária,2018-12-10,CalendarioEventos
Lei Ordinária 18533/2018,"DISPÕE SOBRE A OBRIGATORIEDADE DA UTILIZAÇÃO DE CRACHÁ DE IDENTIFICAÇÃO POR FUNCIONÁRIOS QUE PRESTAM SERVIÇOS DE SEGURANÇA EM EVENTOS, CASAS NOTURNAS, BARES, CASAS DE SHOWS, TEATROS, BOATES, RESTAURANTES E SIMILARES NO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1806,Lei Ordinária,2018-12-06,CalendarioEventos
Lei Ordinária 18532/2018,DISPÕE SOBRE A CRIAÇÃO DE FÓRUM MUNICIPAL DE PROTEÇÃO E DEFESA ANIMAL.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1596,Lei Ordinária,2018-12-06,Outro
Lei Ordinária 18531/2018,"DISPÕE SOBRE A OBRIGATORIEDADE DA CONSTRUÇÃO OU ADAPTAÇÃO DE FRALDÁRIOS ACESSÍVEIS A FREQUENTADORES MASCULINOS EM SHOPPING CENTERS E ESTABELECIMENTOS SIMILARES, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1595,Lei Ordinária,2018-12-06,Outro
Lei Ordinária 18530/2018,INSTITUI A SEMANA MUNICIPAL DE INCENTIVO A ADOÇÃO DE CRIANÇAS E ADOLESCENTES.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1805,Lei Ordinária,2018-12-04,Outro
Lei Ordinária 18529/2018,"DENOMINAR-SE-Á DE NICOLA PEDULLA A RUA LOCALIZADA NA VILA  SANTO ANTONIO, EM FRENTE AO NÚMERO 348 DA AV. HILDEBRANDO DE VASCONCELOS NO BAIRRO DE DOIS UNIDOS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1591,Lei Ordinária,2018-12-14,RenomearLogradouro
Lei Ordinária 18528/2018,"DISPÕE SOBRE A INSERÇÃO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA E CRECHES NOS SERVIÇOS OFERECIDOS PELAS REGIÕES POLÍTICO-ADMINISTRATIVAS(RPAS), NO ÂMBITO DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1590,Lei Ordinária,2018-11-21,CalendarioEventos
Lei Ordinária 18527/2018,INSTITUI A “SEMANA  DA GUARDA MUNICIPAL DO RECIFE” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1588,Lei Ordinária,2018-11-19,CalendarioEventos
Lei Ordinária 18526/2018,INSTITUI A SEMANA DA PAZ NO CALENDÁRIO DE COMEMORAÇÕES OFICIAIS DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1586,Lei Ordinária,2018-11-13,CalendarioEventos
Lei Ordinária 18525/2018,"INSTITUI A DATA DE 15/11/1825 COMO MARCO INAUGURAL DE CRIAÇÃO DO BAIRRO DA MUSTARDINHA, INCLUI, NO CALENDÁRIO DE EVENTOS DA CIDADE DO RECIFE, O DIA 15 DE NOVEMBRO COMO ANIVERSÁRIO DO BAIRRO E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1583,Lei Ordinária,2018-11-13,CalendarioEventos
Lei Ordinária 18524/2018,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE DIAGNÓSTICO, ACOMPANHAMENTO E TRATAMENTO DA SÍNDROME DA DEFICIÊNCIA IMUNOLÓGICA ADQUIRIDA (AIDS) E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1581,Lei Ordinária,2018-11-13,CalendarioEventos
Lei Ordinária 18523/2018,"INSTITUI, NO MUNICÍPIO DO RECIFE, O PROGRAMA DE COMBATE AOS CRIMES CONTRA A DIGNIDADE SEXUAL NO SISTEMA DE TRANSPORTE PÚBLICO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1571,Lei Ordinária,2018-07-07,CalendarioEventos
Lei Ordinária 18522/2018,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DO ROCK”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1421,Lei Ordinária,2018-10-17,CalendarioEventos
Lei Ordinária 18521/2018,"INSTITUI O ""MÊS DE PREVENÇÃO E CONSCIENTIZAÇÃO SOBRE A MICROCEFALIA"", A SER CELEBRADO NO MÊS DE MARÇO, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1420,Lei Ordinária,2018-10-08,Outro
Lei Ordinária 18520/2018,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DE RECIFE, O “DIA DAS MÃES” E O “DIA DOS PAIS”, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1416,Lei Ordinária,2018-10-08,CalendarioEventos
Lei Ordinária 18519/2018,CONSIDERA PATRIMÔNIO CULTURAL IMATERIAL A  ORQUESTRA SINFÔNICA DO RECIFE (OSR).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1415,Lei Ordinária,2018-10-08,PatrimonioCultural
Lei Ordinária 18518/2018,INSTITUI O PROJETO “CULTURA NAS PRAÇAS” NO ÂMBITO DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1108,Lei Ordinária,2018-10-01,CalendarioEventos
